verify_probability,review_probability,hold_probability,verify_expected_loss,review_expected_loss,hold_expected_loss,transactions,fraud_transactions,legitimate_transactions,challenged_count,challenge_rate,fraud_challenged,fraud_capture_rate,legitimate_challenged,legitimate_challenge_rate,challenge_precision,baseline_actual_loss,residual_actual_loss,actual_loss_avoided,loss_avoidance_rate,mean_probability
0.1,0.3,0.6,150.0,750.0,800.0,88581,3042,85539,5510,0.062202955487068334,792,0.2603550295857988,4718,0.055156127614304586,0.14373865698729582,397526.0704,307903.152,89622.91840000002,0.22545167492994697,0.03434145019812375
0.1,0.3,0.6,150.0,750.0,1000.0,88581,3042,85539,5510,0.062202955487068334,792,0.2603550295857988,4718,0.055156127614304586,0.14373865698729582,397526.0704,307903.152,89622.91840000002,0.22545167492994697,0.03434145019812375
0.1,0.3,0.6,150.0,750.0,1200.0,88581,3042,85539,5510,0.062202955487068334,792,0.2603550295857988,4718,0.055156127614304586,0.14373865698729582,397526.0704,307903.152,89622.91840000002,0.22545167492994697,0.03434145019812375
0.1,0.3,0.6,150.0,750.0,1500.0,88581,3042,85539,5510,0.062202955487068334,792,0.2603550295857988,4718,0.055156127614304586,0.14373865698729582,397526.0704,307903.152,89622.91840000002,0.22545167492994697,0.03434145019812375
0.1,0.3,0.65,50.0,300.0,700.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,300.0,800.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,300.0,1000.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,300.0,1200.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,300.0,1500.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,400.0,700.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,400.0,800.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,400.0,1000.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,400.0,1200.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,400.0,1500.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,500.0,700.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,500.0,800.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,500.0,1000.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,500.0,1200.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,500.0,1500.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,600.0,700.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,600.0,800.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,600.0,1000.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,600.0,1200.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,600.0,1500.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,750.0,800.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,750.0,1000.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,750.0,1200.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,50.0,750.0,1500.0,88581,3042,85539,5915,0.06677504205190729,807,0.26528599605522685,5108,0.059715451431510774,0.1364327979712595,397526.0704,286658.472,110867.59840000002,0.2788939057215605,0.03434145019812375
0.1,0.3,0.65,75.0,300.0,700.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,300.0,800.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,300.0,1000.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,300.0,1200.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,300.0,1500.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,400.0,700.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,400.0,800.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,400.0,1000.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,400.0,1200.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,400.0,1500.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,500.0,700.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,500.0,800.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,500.0,1000.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,500.0,1200.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,500.0,1500.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,600.0,700.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,600.0,800.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,600.0,1000.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,600.0,1200.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,600.0,1500.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,750.0,800.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,750.0,1000.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,750.0,1200.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,75.0,750.0,1500.0,88581,3042,85539,5619,0.06343346767365463,796,0.2616699539776463,4823,0.05638363787278317,0.1416622174764193,397526.0704,296176.032,101350.03840000002,0.2549519288081389,0.03434145019812375
0.1,0.3,0.65,100.0,300.0,700.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,300.0,800.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,300.0,1000.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,300.0,1200.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,300.0,1500.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,400.0,700.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,400.0,800.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,400.0,1000.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,400.0,1200.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,400.0,1500.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,500.0,700.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,500.0,800.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,500.0,1000.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,500.0,1200.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,500.0,1500.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,600.0,700.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,600.0,800.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,600.0,1000.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,600.0,1200.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,600.0,1500.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,750.0,800.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,750.0,1000.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,750.0,1200.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,100.0,750.0,1500.0,88581,3042,85539,5542,0.06256420677120375,795,0.2613412228796844,4747,0.05549515425712248,0.14345001804402743,397526.0704,298320.832,99205.23840000003,0.24955655939792176,0.03434145019812375
0.1,0.3,0.65,125.0,300.0,700.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,300.0,800.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,300.0,1000.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,300.0,1200.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,300.0,1500.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,400.0,700.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,400.0,800.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,400.0,1000.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,400.0,1200.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,400.0,1500.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
0.1,0.3,0.65,125.0,500.0,700.0,88581,3042,85539,5521,0.06232713561598988,794,0.26101249178172253,4727,0.05526134277931704,0.1438145263539214,397526.0704,300691.992,96834.0784,0.24359176821425393,0.03434145019812375
